,x_naso,y_naso,l_naso,x_torace,y_torace,l_torace,x_spalla_dx,y_spalla_dx,l_spalla_dx,x_gomito_dx,y_gomito_dx,l_gomito_dx,x_polso_dx,y_polso_dx,l_polso_dx,x_spalla_sx,y_spalla_sx,l_spalla_sx,x_gomito_sx,y_gomito_sx,l_gomito_sx,x_polso_sx,y_polso_sx,l_polso_sx,x_cresta_iliaca,y_cresta_iliaca,l_cresta_iliaca,x_anca_dx,y_anca_dx,l_anca_dx,x_ginocchio_dx,y_ginocchio_dx,l_ginocchio_dx,x_caviglia_dx,y_caviglia_dx,l_caviglia_dx,x_anca_sx,y_anca_sx,l_anca_sx,x_ginocchio_sx,y_ginocchio_sx,l_ginocchio_sx,x_caviglia_sx,y_caviglia_sx,l_caviglia_sx,x_occhio_dx,y_occhio_dx,l_occhio_dx,x_occhio_sx,y_occhio_sx,l_occhio_sx,x_zigomo_dx,y_zigomo_dx,l_zigomo_dx,x_zigomo_sx,y_zigomo_sx,l_zigomo_sx,x_piede_sx_1,y_piede_sx_1,l_piede_sx_1,x_piede_sx_2,y_piede_sx_2,l_piede_sx_2,x_piede_sx_3,y_piede_sx_3,l_piede_sx_3,x_piede_dx_1,y_piede_dx_1,l_piede_dx_1,x_piede_dx_2,y_piede_dx_2,l_piede_dx_2,x_piede_dx_3,y_piede_dx_3,l_piede_dx_3
10,1156.4140597707253,160.51099756118728,0.8483891816915086,1218.7616973310287,198.84969275087357,0.7799189572172529,1184.9860215123858,210.53418127449453,0.681892467096814,1169.8770230780858,315.0105258938022,0.4012962061558708,1144.2846495263384,375.91015251910966,0.7113886345472593,1247.4039962390189,192.55108663159282,0.7892591672820013,1268.994707591451,312.78459168175175,0.7420117600366162,1224.7384136151466,403.64271175845545,0.6566325053265436,1227.1251531789885,432.4869826977542,0.5949872386741135,1211.1068225770327,433.6091739836709,0.5184537750573204,1231.2821492949104,568.7346853468789,0.48222854210966015,1245.910380305075,681.1913828037259,0.4513830935126033,1257.225744931574,432.55084825390907,0.5427151842092167,1252.1293856396355,569.676932118156,0.4193728274508387,1252.042384800113,690.5255748060463,0.32426824105530205,1151.8744068095782,148.58693467681005,0.23508408610615633,1168.074448382101,144.51239505323073,0.8416728098555097,5.470653305634643,100.34081129779491,0.3137376103590321,1210.9665650217473,138.43228453247607,0.8888843958570165,1191.8211718331659,705.3750260526389,0.24212216560150282,1147.0069143232279,715.3929472845685,0.4619003445263793,1253.5417284840157,702.4050956247811,0.24776088412049196,1196.939030100808,703.4942480037237,0.44375216123517336,1197.9777304363877,694.6371514967605,0.410214857793192,1253.7275750294923,693.0454222413558,0.23972685228043916
11,1150.2387740460158,160.79024395946348,0.8499601589183433,1212.8862786592126,198.88437778227635,0.7928846059717054,1178.9544977039293,211.34935976383298,0.6951871669316049,1166.6649719151794,313.22446872277914,0.4178070642357902,1139.4177664493538,373.5881654848243,0.7352171200968349,1242.0492028696751,192.33063658312116,0.7978869542860183,1265.7328492981367,312.19539007353046,0.754385405893245,1223.4785407097038,403.36988921906425,0.6499399162632469,1222.7856454017242,431.5429652106281,0.6072579514414114,1207.0028778372623,433.7719643477858,0.5368001856600106,1228.022035432409,569.8441563444887,0.4946809427644812,1244.333961458656,681.4603983453804,0.4512259942673499,1252.4737153056153,431.459547929775,0.5551401197404268,1241.2550552372043,567.5840367457303,0.43722675821971113,1242.1707209885408,691.2826907273567,0.3527097186792864,1145.8705504881316,149.2128576535609,0.24476581824241028,1161.996356097596,145.05042022799205,0.8451323091513702,4.76059181769757,101.14612020044261,0.33752210092052876,1205.1488505861555,138.7206001257029,0.891748918838178,1180.1315789194284,706.2141468923771,0.28150046415737456,1132.9347491075237,716.1851630216465,0.5214518990956933,1241.5617170627352,703.3743406221498,0.2814034170346216,1195.889378815381,703.9289386163459,0.4340867060348101,1196.8529687906978,694.994075740539,0.40225257150907756,1252.4152948247222,692.9071912197599,0.2336667287248999
12,1144.401765476833,160.85290222297962,0.8510244100236036,1207.283461087531,198.95418476876415,0.8013759922750641,1173.1340127309488,211.78964716368014,0.7059923467577262,1163.5316964699466,311.3592665023884,0.42689817336284014,1134.0456798995858,371.2633065215368,0.7482970119466575,1236.7568750771181,192.30139498644158,0.8017169106323713,1262.477190832816,311.32531687195046,0.7610825957737642,1222.5646637121888,402.71142047673555,0.638178479475526,1218.4502281391428,430.4032819877096,0.616109627765811,1203.3047518198396,433.70136077929897,0.5510946641394966,1224.892814765396,570.5537839090775,0.5022192963672787,1242.5378891627527,681.8328386064836,0.4472950643982069,1247.163707009055,430.20429455222296,0.5648941242718791,1229.0898431880453,564.9232339801665,0.45745724351468764,1230.5038487396857,691.8474077965946,0.3862788737431548,1140.2802579593454,149.5294543091787,0.25310405046267354,1156.2925393291605,145.37583886769121,0.8477223319212372,4.451191143227132,102.0603073955549,0.356231346212544,1199.6635575595717,138.9517451703356,0.8923785088145773,1166.807679375359,706.8756130838666,0.328000296796961,1120.149244940107,716.8451797598673,0.578041045390182,1228.0896171056904,704.1674674243085,0.3225814213114925,1194.7580636846626,704.4566949360675,0.4200938626669834,1195.6388327609877,695.5138041261132,0.3904162401532883,1250.7853304309763,692.8789955426295,0.22760725961675438
13,1138.9110994790628,160.62529234995117,0.8519683121990126,1201.8783525869899,199.01391335373688,0.8064520706537814,1167.494790656335,211.78593906932795,0.7147619674449244,1160.3332956852541,309.4990498988189,0.4279524711536773,1127.6917970879667,368.91695865160233,0.7507288453438362,1231.4878748617205,192.4213328202917,0.8023149752331968,1259.226635293581,310.1859319270789,0.7634200280281502,1221.7246969772455,401.6722858732498,0.6226943335520583,1214.0091933834894,429.04584270592756,0.6229655827792526,1199.860071493552,433.3541055954341,0.5618595926604004,1221.8628483180275,570.8464882694273,0.5053516061820593,1240.5943042715076,682.277713695109,0.4403385578739538,1241.3868800661603,428.7750185118206,0.5730323619695343,1215.9235564914065,561.7765326797838,0.4813773123962062,1217.3104542390574,692.1978923193386,0.42586544524958037,1135.1151673185357,149.43974261737435,0.2588799900398887,1150.9483583073618,145.40345063440247,0.8496618919904386,4.428468488001802,103.11266262306194,0.36884598104175365,1194.4729017420962,139.08156129203982,0.8915791262135987,1152.3709341233616,707.3571700146487,0.3806133190121268,1109.1067201331618,717.3818268851379,0.6290642226728277,1213.6744613397175,704.7812751440989,0.37052774892722745,1193.61330122052,705.0643482581495,0.4024053587827989,1194.4257190046771,696.1907590682647,0.37531410782686586,1248.949553347182,692.9544009244225,0.2226410329982426
14,1133.7492255600212,160.04263862860373,0.8530373773176076,1196.5930589020265,199.03060756329182,0.8090823077419952,1161.9821072200043,211.3106769670572,0.7218655208524598,1156.8811058163565,307.7046628312142,0.4209126317346366,1119.7573476382033,366.51069093234815,0.7427634853769939,1226.1820119137233,192.647472565392,0.8008919956347339,1255.9857528097907,308.7742947031413,0.7625234123016884,1220.7140124440557,400.2554804085664,0.6047389866227394,1209.3997131583992,427.46556154212027,0.6288950416929059,1196.5348070655984,432.7089367238478,0.5698728860318197,1218.9317314917678,570.7440727875705,0.5047874986087064,1238.6282789291088,682.7437426415717,0.4314209810901369,1235.240057309211,427.17387547531183,0.5804678237312334,1202.1595750021884,558.2894862435044,0.5094116267757252,1203.061469866002,692.3555996072772,0.4710820876315937,1130.3510414815091,148.86574572560488,0.26102526023242256,1145.9228165571863,145.05474635893472,0.8511524502025788,4.5968690404559425,104.3023926368996,0.374883346510346,1189.5167266445253,139.0601835589471,0.8899253549370014,1137.524010287906,707.6879155676223,0.4368241601956195,1099.9943870040718,717.8016925064793,0.6729975563594127,1199.0887061560386,705.2334196131512,0.4231238056110128,1192.545587330772,705.7219360319561,0.3821084914508813,1193.3330959285272,696.9922168906469,0.35792111157357936,1247.0840334581544,693.104905564244,0.21989881811925002
15,1128.8658917300386,159.06232930942613,0.8542300334894963,1191.3518661833532,198.98191521213369,0.8100294062745367,1156.5268240906216,210.36805782956148,0.7275619762663436,1152.920496201966,306.0124917762054,0.40627913612058264,1109.5221688493507,363.990349955915,0.7247626966256231,1220.7745281761293,192.94378452293668,0.7983923940812171,1252.7522681133264,307.0828751519033,0.7593070645394167,1219.3203806492177,398.4600519691205,0.5854318205562469,1204.5963149650518,425.68069697520286,0.6344797639156654,1193.2139312227284,431.7468484350939,0.5760655298685651,1216.1395058425717,570.290182312743,0.5017040614379553,1236.8307420491265,683.1512560749984,0.4221432740785772,1228.8291722059453,425.4162307257086,0.5877503011224686,1188.3357787133505,554.6820298138491,0.5407532558269659,1188.47989396159,692.3724660710897,0.5199908046422891,1125.9145728197075,147.76535847114727,0.25919397365821417,1141.1481497374746,144.27651736639064,0.8524459596065186,4.87976936508789,105.59564830768392,0.3745427939302177,1184.7160354823027,138.83835278846033,0.8878297345924184,1123.0981542895902,707.9047617036739,0.4930978748309504,1092.8009194195035,718.1124792225864,0.7092119163175409,1185.2212334444318,705.5489910733571,0.47731238272959997,1191.675773008178,706.3745783987852,0.36094423247251295,1192.510860108705,697.848394192935,0.3397477093648878,1245.434915060905,693.2732349861902,0.2205111757712373
16,1124.1785684316642,157.67348038366725,0.8553404351021243,1186.0795159972854,198.85604594313497,0.8098075273624109,1151.0622396220056,208.99267992517403,0.7319898671851192,1148.1230617704764,304.4352637736998,0.3850092531431907,1096.1727993625327,361.2929622594221,0.6972344745974539,1215.21173946475,193.2845849078628,0.7955139060577121,1249.5106789313215,305.1153258215342,0.7545131116221604,1217.3711322842205,396.27705997612856,0.565622779744229,1199.5850065976201,423.7310688240541,0.6399066159244938,1189.8035218848156,430.4610787630889,0.5812941029757974,1213.562513663169,569.5161509209566,0.4978523961589628,1235.4590158681679,683.3852246168758,0.4146586145879218,1222.2529683270413,423.5303290322931,0.5950740448115179,1175.052033253242,551.2241011077076,0.5736526309577469,1174.4326220660826,692.314465870965,0.5696017216972987,1121.6885218718135,146.14288897283978,0.25415396574364973,1136.5432520426355,143.05239707958586,0.8538573578158463,5.218477830339237,106.93146777372739,0.36861039914567806,1179.9870734295666,138.37371561887463,0.8856299845482144,1109.8493542072947,708.0375697202272,0.5460830806696783,1087.384266335604,718.3247248062021,0.7377289859635985,1172.822689001645,705.7571564654047,0.5299294950041891,1191.1613456280043,706.9378480577493,0.3412976006602743,1192.1394706920469,698.6503685708922,0.32281099596993923,1244.3156504675044,693.3524307588109,0.22539847563483473
17,1119.5833764142835,155.8933293380566,0.856137209264623,1180.7063671712506,198.6522100805118,0.8087569312025904,1145.5343630419252,207.25654104439403,0.7351696240962747,1142.0829621273247,302.9610640314833,0.358408537065086,1078.8533652638025,358.3522802225824,0.6608924142801959,1209.4612293717387,193.65252288490936,0.7926831291094292,1246.2405063519159,302.8919489798371,0.7488045062108616,1214.7441744135483,393.7094498920634,0.5457767861034991,1194.3524242559313,421.6754915112058,0.6451508303976632,1186.2314206221688,428.87190784537,0.5861137966854565,1211.2931828364522,568.4331514065029,0.4953221402180024,1234.8009824724352,683.3150533733469,0.4111928583098737,1215.592488648338,421.5641081149131,0.6024245604327664,1162.8304554827614,548.1745459459095,0.6060764623102832,1161.6767401306538,692.2487563097859,0.6168428347054496,1117.5356329828069,144.0450197634541,0.2475257679458453,1132.0276219340376,141.4014792531798,0.8556475368696851,5.5703122044827955,108.23562668774338,0.3582022949773976,1175.2553862630443,137.63759128501383,0.8835626500251798,1098.2775830211347,708.1049164520755,0.5934486867841826,1083.5267493199808,718.4506297958469,0.7589826100807356,1162.333189451122,705.8887914673764,0.578368051566789,1191.2061988821943,707.313203375503,0.3255847985097963,1192.4341849400807,699.2763425645575,0.30910892236928245,1244.0584183447024,693.1974289114626,0.23505414993508775
18,1114.9746807563927,153.7591812873111,0.8565095094141147,1175.183468464195,198.38028130413542,0.8071301688529522,1139.9049395992574,205.2667953140806,0.737018107999615,1134.3098904378346,301.5493204570275,0.32809433429728896,1056.7304227714023,355.09724136977263,0.6166639571896232,1203.5143509986076,194.0386737193727,0.7901219938211917,1242.9232474917014,300.44963405662236,0.742782910515379,1211.355664532174,390.79725343082356,0.5260312667749573,1188.8964725406013,419.5927785366205,0.6500804814026949,1182.4408850267916,427.0238967109259,0.5906860681523727,1209.4044739730032,567.0630181763622,0.49597927022414207,1235.08955859224,682.8419609742285,0.4132652292410144,1208.9145311106417,419.5928887531628,0.609658820704989,1152.021865194055,545.7277307000612,0.63621798317075,1150.6847245790877,692.2290354976923,0.6593281031816695,1113.3284400235875,141.54827336798186,0.24106430132106818,1127.5264580313742,139.37026386457728,0.8578697877073693,5.90619548020176,109.43788326684478,0.34453134785803013,1170.4606960433389,136.6212134820217,0.8816471409498532,1088.6155735094092,708.1178043501211,0.6339775005283486,1080.9769364976116,718.5023971670931,0.7736461793857436,1153.8897152461536,705.9722328070578,0.6208410550611431,1192.0325449019304,707.4278606141205,0.3153013069254687,1193.6145562725649,699.6420555671098,0.29983380692163997,1244.9137259093156,692.6774491954529,0.24943144226423405
19,1110.266652428506,151.3291332553578,0.8565028442257733,1169.4948021509592,198.05727137066677,0.8051009406221714,1134.1598873685616,203.14264188610443,0.7374175032872747,1124.2329534542623,300.12613271685547,0.29592576020784384,1029.0779716163022,351.451003317661,0.5656485370564411,1197.3824141237974,194.441048554461,0.7879696041989692,1239.529814807765,297.8472893229769,0.7369024723778348,1207.1253177361311,387.6170189650212,0.5065020663204625,1183.2335664680336,417.5783010079737,0.6544709550310142,1178.3779029247814,424.97546499620535,0.5948777188661443,1207.8870635151725,565.4601344431999,0.5009549177646293,1236.3705574257299,681.9385509496249,0.4212817882043142,1202.275846709352,417.71408372753285,0.6164846801047493,1142.796250816782,543.9997683512094,0.6626912699265394,1141.6446867326067,692.2822597399769,0.6955908638008913,1108.9710645369712,138.74743204511114,0.23613540004434136,1122.9703019530798,137.0240277105554,0.8603381103695728,6.208105578180427,110.48577758567303,0.3287600592732894,1165.5533315581185,135.33777307983573,0.8796555113032675,1080.892306248822,708.0839836804353,0.6673281509258767,1079.479836492715,718.4912665596853,0.7825183666461385,1147.4126722752158,706.0308863594469,0.6563799425532335,1193.7373411201602,707.2684785729997,0.3107040599616402,1195.765197140588,699.7325350786367,0.2951304656195642,1246.9163917996452,691.7289275134641,0.267914931691488
