NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,450.06,0.14803,1270.4,571.1,0.40658,1231.1,699.9,0.57156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1170.6,707.8,0.61028,1175.8,702.61,0.58635,1241.6,715.73,0.44805
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,452.77,0.06156,1270.5,560.59,0.22416,1231.1,694.66,0.36278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1167.9,705.16,0.52222,1170.5,702.47,0.48914,1238.9,707.85,0.27442
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,452.76,0.053238,1273,560.56,0.22142,1231.1,699.85,0.40198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1167.8,705.18,0.55417,1168,702.49,0.52905,1239,715.69,0.31926
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1273,560.54,0.20272,1233.7,702.45,0.34666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1167.9,705.19,0.53134,1170.6,702.54,0.50617,1246.7,720.89,0.28784
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,455.39,0.058166,1273.1,560.53,0.25755,1244.1,702.45,0.41972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1170.6,710.41,0.54067,1175.8,705.2,0.5182,1249.4,718.34,0.37098
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,468.49,0.057866,1273.1,573.65,0.20128,1246.8,702.51,0.31741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1178.4,715.72,0.40033,1181,707.84,0.38869,1252,718.31,0.24754
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,455.38,0.11447,1273.1,573.65,0.34353,1246.8,702.53,0.53226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1183.6,720.92,0.5521,1186.2,710.44,0.51116,1252,720.86,0.43161
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,450.12,0.20193,1273.1,576.22,0.45076,1246.8,702.59,0.61752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1183.7,720.91,0.56915,1186.3,710.41,0.53595,1252,720.97,0.502
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.9,450.1,0.068551,1296.8,450.12,0.29056,1273,576.25,0.56372,1246.8,705.07,0.68055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1183.7,720.92,0.60477,1186.3,710.43,0.56563,1252,723.51,0.56927
1270.5,234.47,0.39876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1270.3,221.34,0.056549,1273,218.78,0.50627,NaN,NaN,NaN,1296.8,200.43,0.17112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,458.01,0.069194,1296.8,455.36,0.26052,1270.5,576.4,0.49303,1244.2,705.11,0.5883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1183.6,720.98,0.56225,1186.2,713.03,0.52054,1252,723.51,0.49031
NaN,NaN,NaN,NaN,NaN,NaN,1296.8,266.1,0.2056,1273.1,366.05,0.41603,1252.1,450.1,0.72626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267.8,239.74,0.70205,1296.9,271.31,0.068281,1296.8,268.7,0.33711,1270.5,365.99,0.57008,1249.5,450.19,0.79948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1296.9,455.35,0.24051,1281,452.75,0.49127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1252.2,221.49,0.16389,1270.4,221.31,0.79529,NaN,NaN,NaN,1296.8,205.6,0.31117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1257.3,237.17,0.68262,1296.8,263.41,0.32161,1296.8,263.55,0.31496,1267.9,366.02,0.38204,1246.8,452.67,0.5143,1296.8,266.08,0.35765,1273.1,365.97,0.3478,1246.7,452.75,0.43388,1296.8,452.72,0.3137,1278.4,450.13,0.44717,1265.2,578.89,0.58381,1241.6,705.21,0.60753,1296.8,452.74,0.14983,1275.8,578.91,0.12929,1238.9,705.22,0.074703,1252.1,221.47,0.15235,1265.2,221.32,0.72175,NaN,NaN,NaN,1296.8,210.87,0.46121,1170.5,723.46,0.078991,NaN,NaN,NaN,NaN,NaN,NaN,1175.8,723.5,0.59458,1181.1,718.25,0.53421,1249.5,723.62,0.52836
1252.1,239.75,0.83404,1296.8,263.54,0.37436,1275.8,268.7,0.36207,1262.6,366.02,0.39305,1236.3,450.1,0.56002,1296.8,268.71,0.26265,1273.1,365.95,0.14729,1239,450.12,0.15326,1296.8,450.12,0.38942,1273.1,450.02,0.54369,1260,578.9,0.67811,1241.5,705.25,0.69971,1296.9,450.1,0.13796,1296.8,576.3,0.11625,NaN,NaN,NaN,1249.4,223.97,0.22908,1254.8,221.34,0.83157,NaN,NaN,NaN,1296.8,208.24,0.57456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1178.4,723.54,0.6383,1183.7,718.26,0.58113,1249.5,726.12,0.62831
1249.4,239.7,0.84393,1296.8,266.06,0.41517,1273.1,268.72,0.49734,1254.7,365.94,0.65456,1231,450.12,0.76768,1296.8,266.06,0.12671,NaN,NaN,NaN,NaN,NaN,NaN,1296.8,447.5,0.45471,1273,444.85,0.63225,1257.3,578.99,0.74881,1236.3,705.28,0.74346,1296.9,450.07,0.11887,NaN,NaN,NaN,NaN,NaN,NaN,1239,223.96,0.19326,1252,221.32,0.89899,NaN,NaN,NaN,1296.8,205.59,0.64066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1178.5,723.6,0.66697,1183.7,718.31,0.61798,1249.4,726.13,0.6844
