x_naso,y_naso,l_naso,x_torace,y_torace,l_torace,x_spalla_dx,y_spalla_dx,l_spalla_dx,x_gomito_dx,y_gomito_dx,l_gomito_dx,x_polso_dx,y_polso_dx,l_polso_dx,x_spalla_sx,y_spalla_sx,l_spalla_sx,x_gomito_sx,y_gomito_sx,l_gomito_sx,x_polso_sx,y_polso_sx,l_polso_sx,x_cresta_iliaca,y_cresta_iliaca,l_cresta_iliaca,x_anca_dx,y_anca_dx,l_anca_dx,x_ginocchio_dx,y_ginocchio_dx,l_ginocchio_dx,x_caviglia_dx,y_caviglia_dx,l_caviglia_dx,x_anca_sx,y_anca_sx,l_anca_sx,x_ginocchio_sx,y_ginocchio_sx,l_ginocchio_sx,x_caviglia_sx,y_caviglia_sx,l_caviglia_sx,x_occhio_dx,y_occhio_dx,l_occhio_dx,x_occhio_sx,y_occhio_sx,l_occhio_sx,x_zigomo_dx,y_zigomo_dx,l_zigomo_dx,x_zigomo_sx,y_zigomo_sx,l_zigomo_sx,x_piede_sx_1,y_piede_sx_1,l_piede_sx_1,x_piede_sx_2,y_piede_sx_2,l_piede_sx_2,x_piede_sx_3,y_piede_sx_3,l_piede_sx_3,x_piede_dx_1,y_piede_dx_1,l_piede_dx_1,x_piede_dx_2,y_piede_dx_2,l_piede_dx_2,x_piede_dx_3,y_piede_dx_3,l_piede_dx_3
825.5761296420908,156.485981994098,0.7352450661750296,749.5728022764501,220.74816423430502,0.6427182297381308,778.8513258920973,221.72430323127634,0.6634728286257625,988.0362781249337,341.70480921456544,0.2773156285641205,905.052308858569,421.75033690883447,0.6952656684038048,754.1766064534816,218.47965382917164,0.5345669584442678,730.5329678539871,338.40709230452916,0.5254309668359057,577.911595554662,425.85320997348725,0.6442356646887976,730.0312222069604,421.3393405349275,0.5618127787107818,769.9179179658879,423.13800030870823,0.5626184090915439,783.5972675326476,567.9431494200577,0.6562090233801432,786.1184321758492,719.3789589116265,0.7008737745764535,761.3203321870024,419.8252183902771,0.4968343405991974,742.844279652627,566.0987835226068,0.6436417097462328,763.1448164303372,696.4256263881218,0.6512104610333312,895.2478323333763,151.9803794726444,0.5655682042648734,897.7621674642046,151.5529159261214,0.6570844918560387,774.5060178683628,145.08397963870627,0.6117127195262411,,,,818.9424279813946,726.972822851564,0.41690136976976955,871.1928230495378,734.2227937618754,0.4091139255668447,763.9334506975426,707.4899798482354,0.5268921320065091,798.4262818639935,736.5749182604677,0.4814289884192574,931.2427150197403,734.7893891171509,0.47829925736534135,779.8809927999979,732.3179146656544,0.6252942585220448
831.18543232528,157.07691969792566,0.7281450326769117,755.619955831524,220.743924475341,0.6467677371157532,786.1127800126129,221.63074612310257,0.6692040437659045,982.9376662801824,342.0067420127949,0.29503417822884215,901.4455545860426,420.7880360801587,0.6945691537488167,759.1964515685494,218.3953526148793,0.5399347753208675,722.2348759256596,336.709420551151,0.5348798978066454,576.5701879318503,425.10516159611745,0.6480541324254334,736.1997718097916,421.1955119624621,0.5593580250188168,776.1043365809365,423.31102100947976,0.5625861097655409,787.9386234748536,568.3884024395152,0.6595732159660702,788.3956082911968,719.1228397215599,0.7026488444918789,766.3286123330892,419.6818643940676,0.5030928087823026,748.202732639788,565.7417964470309,0.6507156953916273,772.4319525872788,695.309753563837,0.6454209832334818,899.4584834846981,152.70526240089436,0.5669173818162521,895.0189722561211,151.17766940143733,0.6555841071841311,779.2425172935045,143.78831738939087,0.6163344497803613,,,,827.4807395005372,725.3657615318905,0.394467988196845,871.9239403025452,736.7103669131117,0.4326981810525323,774.1046972484427,706.6955873920623,0.5141356131752014,802.0114378658423,734.8789129324018,0.46423646791026507,941.4794612287218,735.5838756131733,0.48485909504897806,782.8042292231057,731.792899147589,0.6213444292973438
836.7258756067254,157.7861696511607,0.7209128784446159,761.6911737145804,220.69625655167042,0.6525135643857841,793.3523734477928,221.5766882913987,0.6751801728057827,977.8948415713282,342.32299994703453,0.31867781950340185,898.2522513556679,419.9557809797979,0.6888660469708936,763.9942947767422,218.29786688071778,0.5472243487430541,713.5500781197071,335.30470236117606,0.5418500297538735,575.3857062341401,423.8373843632127,0.6483598465845737,742.3196296287999,421.0957517232107,0.5578560831725322,782.2470779214401,423.51632134745125,0.5633437407430221,792.0187569730765,568.8174875935538,0.6627896827096739,790.7780947421529,718.5441584400411,0.7024972817007042,771.2251945826573,419.54926678999004,0.5099380215733011,753.8841584451358,565.3085259702531,0.6572625741127125,781.7605782494766,694.3846920065083,0.6376317348919467,903.5772181581634,153.28684893102997,0.5705742481470037,892.4575573392186,150.99823347667302,0.6550527359163707,784.5760679310342,142.9965886399953,0.6242713620981539,,,,835.3596750244317,724.2278218124051,0.3727608939038246,872.4535775085009,738.8865061379498,0.45513603311379186,784.1102303042907,706.1792894479472,0.4999044479417745,806.9444459929099,733.3594103312374,0.448703710152382,950.1843429659989,736.255329478922,0.48869356587031487,785.9157690848192,730.9384677926353,0.6152218142200379
842.1718189804463,158.60505849959878,0.7139512031590978,767.778037516079,220.61683221590164,0.6597005834684231,800.5223818196846,221.57864840303478,0.6810915022319093,973.0244586199094,342.6165027659486,0.3466186213916546,895.489788646602,419.3493038555416,0.6778531106112382,768.6002610257907,218.2033717938908,0.5561531179085525,704.5374502284358,334.37312720541485,0.5458692407184058,573.6351433312533,422.281355392586,0.644094608637596,748.3909378056891,421.04138953881454,0.5574763339949884,788.3379546377034,423.74683982830953,0.5649086993264397,795.8991606126871,569.2087719635671,0.6657536359413099,793.390247176051,717.6562686353998,0.7002606767698644,776.0316438029961,419.42911096055644,0.5170744120991294,759.8800615983334,564.80531570024,0.6629343137156044,790.9797696432513,693.6960884558774,0.6280259376059326,907.6613621856953,153.72040161269567,0.5763456050869987,889.9238387629335,150.97043136638564,0.6552287332123906,790.8270713353047,142.87770437859615,0.6342315205388894,,,,842.4934909916831,723.6249917413631,0.3532298963431757,872.9034710422102,740.6414565924755,0.4755003823395739,793.7611307046554,705.9803862765131,0.4847043506746094,813.2777372373699,732.067676621035,0.43550161222997813,957.2329317267153,736.767187975838,0.4895561492979331,789.3200310424066,729.780911201835,0.6069970511345417
847.4979249427588,159.5186647109814,0.7076601353579874,773.8676866316833,220.5195789442569,0.6679959924094712,807.5765642311053,221.65099811319465,0.6866436731966156,968.395331439826,342.84812372079494,0.377414325892494,893.109616971866,419.0327801835481,0.6612880644782146,773.0491504609315,218.12825016842808,0.5663504580797141,695.3073178557295,334.0213862314755,0.5469110173126914,570.7533962633387,420.72645333600775,0.6345980050319533,754.4093502515173,421.0314114242232,0.5583096673200303,794.3658213161416,423.99551935712987,0.5672550839708784,799.6471287634629,569.5425874387888,0.6683589357615884,796.3552287938155,716.4884160013436,0.6958608201704775,780.7667990892409,419.32391132113173,0.5241905142564148,766.1632578580828,564.2437865653723,0.6674092578862714,799.9429242159428,693.2820818262188,0.616895578739843,911.772962133091,154.01112094524308,0.5838282785423381,887.2823134981214,151.04018969093582,0.6557699296538724,798.0862289925614,143.50200946333436,0.6446517926960296,,,,848.824450505617,723.5937913407739,0.3374576513866682,873.3837819576197,741.8929141259305,0.4930855115949454,802.8800762920075,706.1255643080331,0.46917182414776726,821.0013482425173,731.0419810758424,0.4251691037728245,962.5728645081549,737.0914970530085,0.48734458281910925,793.1202886469819,728.3630875039165,0.5968214030733924
852.6814861475405,160.5062436575382,0.7024090524505843,779.9438892557391,220.42004693635636,0.6770191468896246,814.4717567994109,221.80524864824915,0.6915714594208439,964.0300320564943,342.98095632519784,0.4098808223470485,890.9901313796476,419.03122821687026,0.6390501508744034,777.3791813857121,218.08825583776468,0.5773932091222952,686.0134892796665,334.2655945658699,0.5453596755133242,566.4106521503536,419.4742811692567,0.6197603940295257,760.3667080296221,421.06277953949314,0.5603621794965796,800.3176566137383,424.2557882568946,0.5703152362965845,803.334443730218,569.8023917816045,0.6705020281725137,799.7907125132476,715.084819877459,0.6893122340296355,785.4469645275932,419.2371838833627,0.5309821228889087,772.6906526513312,563.6406606638463,0.6704094972664152,808.5113578728245,693.1704427086459,0.6046424231957708,915.9737562793248,154.1740241604398,0.5924442439089759,884.4275105555357,151.14961570486645,0.6563014624830997,806.1532567809485,144.8275520334592,0.6540211486222212,,,,854.322674568814,724.1383815393832,0.3269740016312706,873.9893899973251,742.5899223475554,0.5073869427727483,811.3068444942852,706.6258975991678,0.4540677760030965,830.0419534217461,730.3058745699665,0.41805008648326036,966.2233529750171,737.2095133517373,0.4820974066592078,797.4147075092135,726.7427786911945,0.5849341673892192
857.7047351349403,161.54210160475455,0.6985066826789865,785.9882437571314,220.33467529124198,0.686371593807988,821.1692474728651,222.04948737167277,0.6956498198697774,959.9114882710211,342.9846250338191,0.44306496507421267,888.9401416501184,419.3277661519102,0.6112112800743928,781.6305011323915,218.09770948601863,0.5888404172382238,676.8364151424499,335.0290379934985,0.5419447658618568,560.5452725852358,418.7878693503905,0.6001377724395436,766.2520420069733,421.1308670526822,0.5635568188546081,806.1798032224722,424.5219752113813,0.5739838748399793,807.0357805673203,569.9757579036053,0.6720865812680342,803.803865445866,713.5029048295673,0.6807333387823505,790.0862152516014,419.1735038264886,0.5371728170600493,779.4065386900198,563.0171809174359,0.6717160486057407,816.5575380948414,693.376144176916,0.5917742548890492,920.3196606731814,154.23319244298614,0.6014917184618754,881.2908434585605,151.2429278839624,0.6564617701254295,814.5507745163843,146.70963150502652,0.6611483195297143,,,,858.9853108025839,725.2299128197026,0.3229666943582946,874.7973374923529,742.7147425992154,0.518082863397386,818.9032700683915,707.4746946230077,0.4402553514856822,840.2657621685383,729.8674016275398,0.4142469192103033,968.2714462859221,737.1119296378121,0.47399319890200275,802.291524891422,724.9901263472171,0.5716691069091484
862.5569439615061,162.5968667322227,0.6961727711036838,791.9814267446299,220.2799922046696,0.6956643086466031,827.6359245571125,222.38798985679014,0.6987023802849643,955.9935247065242,342.8391699808666,0.476184825504384,886.7131411813491,419.8661016936923,0.5781201861046589,785.8435360489261,218.16877381185887,0.6002636459595183,667.9593672815723,336.1552702257876,0.5376422947993813,553.3498591178866,418.8442026033044,0.577019768466207,772.0528056937651,421.2299740722842,0.5677426233442976,811.9392629017808,424.7896297696494,0.5781243633534309,810.8267923316005,570.0551325355696,0.6730287274662939,808.485883819029,711.8107275755275,0.6703557259559538,794.6967592141802,419.13843286018437,0.5425308365531911,786.2461517995625,562.3981430487036,0.6711816363771795,823.9680616627727,693.8995809590674,0.5788940729803702,924.8552015521461,154.22038065823418,0.6102023646212497,877.8427210507887,151.27162477048472,0.6559418913090167,822.6150272903552,148.93061214803544,0.6653356459457714,,,,862.8351074673801,726.8081894686313,0.32597558141741206,875.8655753060523,742.28269111031,0.5250182590492664,825.5576662084957,708.6464352391357,0.42865393688501185,851.4850031106215,729.7192870232622,0.41360534104005914,968.8651493715894,736.7987625362044,0.46335286627050815,807.8236851154907,723.1842387776785,0.5574586613935112
867.2361284636568,163.63907173587572,0.6955150699635226,797.9044102071775,220.27178929287862,0.7045402976962757,833.845205417344,222.82102224346124,0.7006076092382448,952.2137911564951,342.5380781349131,0.508570214191641,884.0309321242323,420.5578595897401,0.5405060540399214,790.0572710819553,218.31085082669102,0.6112709959564977,659.541097258208,337.43378224235545,0.5335404196392054,545.212597215978,419.6994044614281,0.5524279655329902,777.7562282438003,421.35388573872535,0.5727100571802363,817.5849449377152,425.055727106543,0.58257649900666,814.7818674656143,570.0383190523795,0.6732627634409916,813.9064664951222,710.0836934395894,0.6585306017748985,799.2893008565803,419.1383115763644,0.5468818940102211,793.1392482886074,561.8105859897748,0.6687409993313462,830.646461360301,694.7256133368076,0.5666793881204714,929.6083635164096,154.17301716835456,0.6177963424226424,874.0902403312491,151.19846254598122,0.654515157660498,829.6433378315279,151.24088393823962,0.6664507670894361,,,,865.9184447425397,728.7855007424141,0.3357313750556038,877.2330753141238,741.3400233978525,0.5281911795211578,831.1886928397485,710.0969554606642,0.4201632579255826,863.4673618608505,729.8400597506128,0.4157375519273,968.2035675606504,736.2789464942749,0.45064481146827895,814.063372070213,721.4091201253924,0.5428339590237775
871.7501921491636,164.63694047287143,0.6965152129708337,803.7395807160973,220.32431368168756,0.7126917902011257,839.777760130293,223.3448372453752,0.701302949334606,948.5072553393609,342.090109387263,0.5396149806021189,880.6138375317411,421.2936717401267,0.4996128895075503,794.3075627033178,218.53013660114448,0.6215244217065742,651.689642368945,338.63313618126,0.5306746448914438,536.6206359198461,421.2742530060202,0.5289959809923264,783.3506740568312,421.4964314420823,0.5782102116651445,823.1087748447738,425.3187441850802,0.5871651562169266,818.9715898751202,569.9286548803988,0.6727471010771275,820.1086999634116,708.4007082533104,0.6457308564629354,803.8733627034862,419.1799233313531,0.550117868680691,800.0135095355608,561.2822153107852,0.6644186589837597,836.5158855913434,695.8235514485982,0.5558487561871793,934.5863169024849,154.13166731855733,0.6235301192660895,870.0711604385374,151.00000196933058,0.6520560868077524,835.0643269872581,153.40044953647887,0.6649006687986077,,,,868.3028490385357,731.0522700751953,0.3512439151218603,878.9212684165173,739.9600242121014,0.5277400446652435,835.7486194846657,711.7649308912605,0.41555977686181766,875.9475154989374,730.1960026680113,0.4200776876136506,966.5243674514464,735.5696785820875,0.4364918555255378,821.0369634829434,719.7491307984217,0.5284177097962649
